sep=|
Title|Author|Year|Category|Genre|ID|Status|Date Added|Borrower Name|Date Borrowed|Due Date
The Chronicles of Narnia|Andy Weir|1958|Fiction|YoungAdult|816|1|2025-05-24|||
The Brothers Karamazov|Leo Tolstoy|1974|Non-Fiction|Education|817|1|2025-07-07|||
The Starless Sea|Erin Morgenstern|1945|Non-Fiction|Technology|818|0|2025-06-02|Charlie Brown|2026-05-12|2026-05-19
The Paris Apartment|Neil Gaiman|1953|Fiction|Thriller|819|1|2025-08-05|||
A Little Life|Andy Weir|1937|Fiction|SciFi|820|1|2026-01-06|||
Sapiens|Donna Tartt|1953|Non-Fiction|TrueCrime|821|0|2026-01-08|Diana Prince|2026-05-12|2026-05-19
A Little Life|Yann Martel|1915|Non-Fiction|Psychology|822|0|2025-06-16|George Costanza|2026-05-12|2026-05-19
Jane Eyre|Tara Westover|1990|Non-Fiction|History|823|0|2025-10-08|Edward Norton|2026-05-12|2026-05-19
The Odyssey|Yuval Noah Harari|1995|Non-Fiction|Education|824|1|2026-02-20|||
The Goldfinch|Andy Weir|2020|Non-Fiction|Science|825|0|2026-02-15|Alice Smith|2026-05-12|2026-05-19
Angels and Demons|Leo Tolstoy|1913|Non-Fiction|Memoir|826|0|2026-04-25|George Costanza|2026-05-12|2026-05-19
Where the Crawdads Sing|Erin Morgenstern|1988|Fiction|YoungAdult|827|1|2025-09-10|||
The Girl with the Dragon Tattoo|Sally Rooney|2012|Fiction|Other|828|0|2025-09-25|George Costanza|2026-05-12|2026-05-19
Conversations with Friends|Taylor Jenkins Reid|1993|Non-Fiction|Economics|829|1|2025-10-07|||
The Martian|Charles Dickens|1960|Non-Fiction|Health|830|1|2026-02-09|||
The Poisonwood Bible|William Gibson|1975|Fiction|Horror|831|1|2025-05-15|||
The Kite Runner|Fyodor Dostoevsky|1920|Non-Fiction|Travel|832|1|2026-03-05|||
The Blind Assassin|Joe Abercrombie|2016|Fiction|Crime|833|1|2025-09-12|||
A Little Life|Taylor Jenkins Reid|1935|Fiction|Thriller|834|0|2025-12-21|Diana Prince|2026-04-22|2026-04-29
Oryx and Crake|Emily Bronte|1977|Non-Fiction|History|835|0|2026-04-04|Charlie Brown|2026-05-12|2026-05-19
Dark Places|Alex Michaelides|1953|Non-Fiction|Economics|836|0|2026-03-11|Alice Smith|2026-05-12|2026-05-19
Sapiens|Lucy Foley|1927|Fiction|Dystopian|837|0|2025-06-02|Alice Smith|2026-05-12|2026-05-19
A Game of Thrones|William Gibson|1962|Fiction|Romance|838|0|2026-05-11|Edward Norton|2026-05-12|2026-05-19
Neverwhere|Leo Tolstoy|1932|Non-Fiction|Science|839|0|2026-05-01|George Costanza|2026-05-12|2026-05-19
1984|James Clear|1971|Fiction|SliceOfLife|840|0|2025-12-24|Bob Jones|2026-05-12|2026-05-19
Anna Karenina|Lucy Foley|1915|Fiction|Adventure|841|1|2026-03-10|||
Jane Eyre|Stieg Larsson|1914|Non-Fiction|TrueCrime|842|1|2025-12-02|||
The Road|Herman Melville|1977|Non-Fiction|Education|843|0|2025-07-10|Alice Smith|2026-05-12|2026-05-19
The Paris Apartment|Alex Michaelides|1993|Non-Fiction|Travel|844|1|2025-07-09|||
Hamilton|John Steinbeck|1967|Fiction|Horror|845|0|2026-01-31|Edward Norton|2026-05-12|2026-05-19
American Gods|Ernest Hemingway|1911|Fiction|Romance|846|1|2025-10-14|||
The Lord of the Rings|Neil Gaiman|1906|Fiction|Drama|847|1|2025-10-08|||
The Goldfinch|Kurt Vonnegut|1970|Non-Fiction|Philosophy|848|1|2025-06-15|||
Sharp Objects|Brandon Sanderson|1933|Fiction|Dystopian|849|0|2025-09-24|Charlie Brown|2026-05-12|2026-05-19
A Little Life|Harper Lee|1985|Fiction|Crime|850|0|2026-02-18|Fiona Gallagher|2026-04-22|2026-04-29
H Is for Hawk|Hanya Yanagihara|1955|Non-Fiction|Biography|851|0|2026-01-21|Diana Prince|2026-05-12|2026-05-19
H Is for Hawk|Richard Powers|1992|Fiction|Drama|852|1|2026-04-13|||
The Girl with the Dragon Tattoo|Delia Owens|1941|Non-Fiction|Memoir|853|0|2025-08-10|Alice Smith|2026-05-12|2026-05-19
The Left Hand of Darkness|Patrick Rothfuss|1918|Non-Fiction|Other|854|0|2026-04-10|Fiona Gallagher|2026-05-12|2026-05-19
The Grapes of Wrath|Ursula K Le Guin|1978|Non-Fiction|TrueCrime|855|0|2026-02-24|Charlie Brown|2026-05-12|2026-05-19
Conversations with Friends|Herman Melville|1917|Non-Fiction|Technology|856|0|2026-04-22|Charlie Brown|2026-05-12|2026-05-19
The Overstory|Neil Gaiman|1956|Fiction|Mystery|857|1|2025-07-18|||
Elon Musk|Cormac McCarthy|1903|Non-Fiction|Technology|858|0|2025-10-27|George Costanza|2026-04-22|2026-04-29
Dark Places|Khaled Hosseini|1954|Fiction|Mystery|859|0|2025-08-28|Fiona Gallagher|2026-04-22|2026-04-29
Malibu Rising|Erin Morgenstern|1945|Non-Fiction|Education|860|0|2026-03-12|Edward Norton|2026-04-22|2026-04-29
Cats Cradle|Brandon Sanderson|1950|Fiction|Thriller|861|1|2025-05-20|||
The Lost Symbol|Ursula K Le Guin|1912|Non-Fiction|Education|862|0|2025-09-26|Diana Prince|2026-05-12|2026-05-19
The Song of Achilles|Ernest Hemingway|1980|Fiction|Romance|863|1|2025-07-22|||
The Seven Husbands of Evelyn Hugo|Antoine de Saint-Exupery|1980|Non-Fiction|Religion|864|1|2026-02-06|||
The Left Hand of Darkness|Yann Martel|2014|Non-Fiction|Technology|865|0|2026-05-04|Charlie Brown|2026-05-12|2026-05-19
The Way of Kings|Lucy Foley|1956|Fiction|SciFi|866|0|2025-10-20|Alice Smith|2026-05-12|2026-05-19
Quiet|Gillian Flynn|1979|Non-Fiction|Philosophy|867|1|2025-08-07|||
The Seven Husbands of Evelyn Hugo|CS Lewis|1943|Non-Fiction|Technology|868|0|2026-02-13|Fiona Gallagher|2026-04-22|2026-04-29
The Hobbit|Leo Tolstoy|1945|Fiction|SliceOfLife|869|0|2025-10-21|Fiona Gallagher|2026-05-12|2026-05-19
Neverwhere|Walter Isaacson|1935|Non-Fiction|History|870|0|2025-07-21|Edward Norton|2026-04-22|2026-04-29
The Martian|Delia Owens|1941|Fiction|HistoricalFiction|871|1|2026-05-06|||
Moby Dick|Donna Tartt|2002|Fiction|Romance|872|1|2025-05-31|||
Dune|Harper Lee|1969|Fiction|YoungAdult|873|0|2026-02-02|Fiona Gallagher|2026-05-12|2026-05-19
Alias Grace|Brandon Sanderson|1952|Fiction|Thriller|874|1|2025-12-29|||
The Poisonwood Bible|Alex Michaelides|1986|Non-Fiction|Travel|875|1|2025-06-15|||
No Country for Old Men|Lucy Foley|1988|Fiction|Dystopian|876|1|2025-06-09|||
Malibu Rising|Erin Morgenstern|1949|Non-Fiction|Politics|877|1|2026-02-07|||
Circe|Joe Abercrombie|1990|Non-Fiction|Biography|878|1|2026-04-21|||
To Kill a Mockingbird|William Gibson|2000|Non-Fiction|Travel|879|1|2026-04-11|||
The Maidens|Jane Austen|1960|Fiction|Action|880|0|2026-01-18|George Costanza|2026-05-12|2026-05-19
Wild|Jane Austen|1987|Fiction|Mystery|881|0|2025-09-15|Edward Norton|2026-05-12|2026-05-19
Where the Crawdads Sing|JD Salinger|1966|Fiction|SciFi|882|0|2026-02-09|Charlie Brown|2026-04-22|2026-04-29
The Maidens|Taylor Jenkins Reid|1988|Non-Fiction|Other|883|0|2025-07-26|Bob Jones|2026-04-22|2026-04-29
The Odyssey|Tara Westover|1973|Non-Fiction|Other|884|1|2025-06-12|||
The Brothers Karamazov|Charlotte Bronte|1986|Non-Fiction|Technology|885|1|2026-02-13|||
Brave New World|Aldous Huxley|2023|Fiction|Thriller|886|1|2025-11-28|||
Crime and Punishment|Frank Herbert|1920|Fiction|Crime|887|0|2026-03-06|Bob Jones|2026-05-12|2026-05-19
The Glass Castle|Khaled Hosseini|2009|Fiction|Mystery|888|1|2025-11-10|||
A Farewell to Arms|Harper Lee|1920|Non-Fiction|Biography|889|0|2026-05-03|Bob Jones|2026-05-03|2026-05-10
Artemis|Ray Bradbury|2022|Fiction|Action|890|0|2025-06-30|Edward Norton|2026-05-12|2026-05-19
Mistborn|Stieg Larsson|1979|Fiction|Fantasy|891|1|2026-04-03|||
Educated|Herman Melville|1933|Non-Fiction|History|892|0|2025-05-31|Fiona Gallagher|2026-05-12|2026-05-19
The Gene|Carl Sagan|2022|Fiction|Drama|893|1|2026-05-06|||
Elon Musk|Paulo Coelho|1959|Non-Fiction|Religion|894|0|2025-11-15|Bob Jones|2026-05-12|2026-05-19
No Country for Old Men|Brandon Sanderson|1951|Fiction|Mystery|895|0|2026-05-02|Bob Jones|2026-05-12|2026-05-19
The Da Vinci Code|Walter Isaacson|1928|Non-Fiction|Memoir|896|1|2025-08-28|||
Normal People|Markus Zusak|2015|Non-Fiction|Psychology|897|1|2025-12-04|||
The Lord of the Rings|Liane Moriarty|1988|Non-Fiction|Biography|898|0|2025-06-12|Fiona Gallagher|2026-05-12|2026-05-19
The Old Man and the Sea|Erin Morgenstern|1922|Non-Fiction|Memoir|899|1|2025-12-01|||
The Lost Symbol|Alex Michaelides|1996|Fiction|Fantasy|900|0|2025-12-12|George Costanza|2026-05-12|2026-05-19
Blood Meridian|JD Salinger|1994|Fiction|YoungAdult|901|1|2025-09-01|||
The Left Hand of Darkness|JD Salinger|1964|Fiction|Crime|902|1|2025-10-21|||
The Iliad|Sally Rooney|1966|Fiction|Mystery|903|1|2025-12-19|||
Blood Meridian|Margaret Atwood|1980|Fiction|Adventure|904|1|2025-06-07|||
To Kill a Mockingbird|Walter Isaacson|1955|Fiction|HistoricalFiction|905|0|2025-11-08|George Costanza|2026-05-12|2026-05-19
The Secret History|Richard Powers|1935|Fiction|Mystery|906|0|2025-06-06|Charlie Brown|2026-05-12|2026-05-19
Gone Girl|Dan Brown|1909|Non-Fiction|Economics|907|1|2025-06-21|||
The Name of the Wind|Walter Isaacson|1985|Non-Fiction|Technology|908|0|2025-05-31|Fiona Gallagher|2026-05-12|2026-05-19
Stardust|Erin Morgenstern|1988|Non-Fiction|Psychology|909|1|2026-02-25|||
The Grapes of Wrath|F. Scott Fitzgerald|1914|Non-Fiction|Technology|910|1|2026-05-06|||
Great Expectations|Fyodor Dostoevsky|1936|Fiction|HistoricalFiction|911|1|2025-12-23|||
To Kill a Mockingbird|Margaret Atwood|1933|Non-Fiction|History|912|1|2026-03-23|||
A Little Life|Margaret Atwood|1995|Non-Fiction|Other|913|1|2025-05-31|||
Project Hail Mary|JRR Tolkien|1965|Fiction|HistoricalFiction|914|0|2025-08-25|Bob Jones|2026-04-22|2026-04-29
The Grapes of Wrath|Stieg Larsson|1912|Fiction|Fantasy|915|1|2025-08-22|||
Origin|George RR Martin|2008|Fiction|Dystopian|916|1|2025-09-14|||
Quiet|Andy Weir|1972|Fiction|Adventure|917|0|2026-03-02|Charlie Brown|2026-05-12|2026-05-19
The Hunting Party|Paulo Coelho|1978|Non-Fiction|Education|918|1|2025-12-17|||
Slaughterhouse-Five|Fyodor Dostoevsky|1924|Non-Fiction|Politics|919|1|2025-07-11|||
Jane Eyre|Daniel Kahneman|1951|Fiction|Action|920|1|2025-11-07|||
No Country for Old Men|William Gibson|2024|Fiction|Romance|921|0|2025-09-27|Diana Prince|2026-05-12|2026-05-19
The Odyssey|Homer|2024|Non-Fiction|Autobiography|922|0|2026-04-20|Edward Norton|2026-05-12|2026-05-19
The Little Prince|F. Scott Fitzgerald|1952|Non-Fiction|Health|923|0|2025-10-02|Alice Smith|2026-05-12|2026-05-19
The Name of the Wind|George RR Martin|1935|Non-Fiction|Science|924|1|2026-01-04|||
Artemis|Harper Lee|1989|Fiction|SciFi|925|0|2026-03-01|George Costanza|2026-05-12|2026-05-19
Great Expectations|Lucy Foley|2016|Non-Fiction|Other|926|1|2026-01-17|||
Sharp Objects|George RR Martin|1906|Fiction|Crime|927|1|2025-10-16|||
Cats Cradle|Jane Austen|1941|Fiction|Mystery|928|0|2026-03-23|Alice Smith|2026-05-12|2026-05-19
Conversations with Friends|JRR Tolkien|1990|Fiction|Mystery|929|1|2025-10-16|||
The Catcher in the Rye|Lucy Foley|1979|Non-Fiction|Biography|930|1|2026-01-03|||
No Country for Old Men|Markus Zusak|1969|Non-Fiction|Health|931|1|2026-02-24|||
The Brothers Karamazov|Hanya Yanagihara|1972|Non-Fiction|Politics|932|1|2025-12-23|||
Life of Pi|Stieg Larsson|1932|Fiction|SciFi|933|1|2025-12-29|||
Malibu Rising|Jane Austen|1922|Fiction|Adventure|934|0|2025-10-15|Bob Jones|2026-05-12|2026-05-19
The Odyssey|George RR Martin|1958|Fiction|Mystery|935|0|2025-08-11|Charlie Brown|2026-05-12|2026-05-19
Origin|Walter Isaacson|2003|Non-Fiction|Technology|936|1|2025-11-30|||
Daisy Jones and The Six|Barbara Kingsolver|1934|Fiction|Other|937|1|2025-06-10|||
The Blind Assassin|Isaac Asimov|1974|Non-Fiction|Education|938|1|2025-10-29|||
Quiet|F. Scott Fitzgerald|1959|Fiction|HistoricalFiction|939|1|2026-04-10|||
Dark Places|George RR Martin|2013|Non-Fiction|Religion|940|0|2025-07-10|George Costanza|2026-05-12|2026-05-19
Brave New World|John Steinbeck|2005|Fiction|Horror|941|1|2026-02-13|||
Oryx and Crake|Aldous Huxley|1920|Fiction|Mystery|942|0|2025-05-28|Bob Jones|2026-05-12|2026-05-19
Neverwhere|Harper Lee|1917|Fiction|Other|943|1|2025-10-18|||
Wuthering Heights|Gillian Flynn|2016|Non-Fiction|Health|944|0|2025-10-22|Diana Prince|2026-05-12|2026-05-19
The Silent Patient|Kurt Vonnegut|1902|Fiction|Romance|945|1|2025-06-21|||
The Odyssey|Lucy Foley|1977|Fiction|Horror|946|1|2026-04-11|||
The Sun Also Rises|Neil Gaiman|1954|Fiction|Adventure|947|0|2025-08-13|Diana Prince|2026-05-12|2026-05-19
The Chronicles of Narnia|Hanya Yanagihara|1976|Fiction|Crime|948|1|2026-04-08|||
The Silent Patient|Tara Westover|1980|Fiction|Other|949|1|2025-08-07|||
The Sirens of Titan|CS Lewis|2014|Fiction|YoungAdult|950|0|2025-09-26|Edward Norton|2026-05-12|2026-05-19
Fahrenheit 451|Neil Gaiman|1904|Non-Fiction|Religion|951|0|2026-01-06|Diana Prince|2026-05-12|2026-05-19
H Is for Hawk|John Steinbeck|2010|Fiction|Horror|952|1|2026-01-11|||
Circe|Dan Brown|1904|Non-Fiction|Philosophy|953|1|2025-07-28|||
Where the Crawdads Sing|Madeline Miller|2017|Fiction|Drama|954|1|2025-05-22|||
Sharp Objects|Delia Owens|1950|Non-Fiction|Biography|955|0|2025-11-29|Diana Prince|2026-05-12|2026-05-19
Where the Crawdads Sing|Erin Morgenstern|1917|Non-Fiction|Psychology|956|1|2025-06-16|||
Oryx and Crake|Delia Owens|1945|Non-Fiction|Religion|957|1|2025-12-20|||
Crime and Punishment|Khaled Hosseini|1980|Fiction|Thriller|958|1|2026-03-01|||
Project Hail Mary|Donna Tartt|1981|Fiction|SciFi|959|1|2025-07-26|||
The Brothers Karamazov|Isaac Asimov|1986|Fiction|Fantasy|960|1|2025-11-21|||
Atomic Habits|Aldous Huxley|1950|Non-Fiction|Autobiography|961|1|2025-09-24|||
The Way of Kings|John Steinbeck|1975|Fiction|Mystery|962|0|2025-05-17|Edward Norton|2026-05-12|2026-05-19
American Gods|Andy Weir|1900|Non-Fiction|Autobiography|963|0|2025-10-08|Bob Jones|2026-05-12|2026-05-19
To Kill a Mockingbird|F. Scott Fitzgerald|1984|Non-Fiction|Autobiography|964|1|2026-02-22|||
The Girl with the Dragon Tattoo|Daniel Kahneman|1912|Fiction|SliceOfLife|965|0|2026-04-18|Edward Norton|2026-05-12|2026-05-19
The Seven Husbands of Evelyn Hugo|Frank Herbert|1928|Non-Fiction|Biography|966|1|2025-12-15|||
Origin|Jane Austen|1959|Fiction|HistoricalFiction|967|1|2025-09-24|||
The Silent Patient|George Orwell|1918|Non-Fiction|Philosophy|968|1|2025-07-30|||
Conversations with Friends|CS Lewis|2012|Non-Fiction|Other|969|1|2025-07-06|||
A Game of Thrones|Hanya Yanagihara|1903|Fiction|Mystery|970|0|2026-04-23|Diana Prince|2026-05-12|2026-05-19
Deep Work|James Clear|1970|Fiction|Thriller|971|1|2026-04-22|||
Homo Deus|Charles Dickens|1989|Fiction|Adventure|972|0|2025-07-05|Alice Smith|2026-05-12|2026-05-19
Educated|George Orwell|1902|Non-Fiction|Education|973|1|2026-01-04|||
The Sun Also Rises|Leo Tolstoy|1919|Fiction|Mystery|974|1|2025-11-09|||
The Da Vinci Code|Ray Bradbury|1946|Non-Fiction|Biography|975|1|2025-12-05|||
Quiet|Frank Herbert|1953|Non-Fiction|Economics|976|1|2026-04-05|||
The Goldfinch|Patrick Rothfuss|1914|Non-Fiction|Economics|977|1|2026-03-28|||
The Guest List|Kurt Vonnegut|2005|Non-Fiction|TrueCrime|978|0|2026-03-05|George Costanza|2026-04-22|2026-04-29
Breakfast of Champions|Sally Rooney|1971|Fiction|Dystopian|979|1|2026-01-11|||
The Goldfinch|Daniel Kahneman|1931|Fiction|SliceOfLife|980|1|2025-11-17|||
The Left Hand of Darkness|Delia Owens|1974|Fiction|Thriller|981|0|2025-11-18|George Costanza|2026-04-22|2026-04-29
Crime and Punishment|Liane Moriarty|2019|Fiction|Adventure|982|1|2025-09-29|||
The Hunting Party|Charles Dickens|1917|Non-Fiction|TrueCrime|983|1|2025-12-09|||
The Grapes of Wrath|Alex Michaelides|1920|Fiction|Mystery|984|1|2025-05-19|||
Thinking Fast and Slow|John Steinbeck|1913|Non-Fiction|Biography|985|0|2025-08-26|Bob Jones|2026-05-12|2026-05-19
Steve Jobs|JRR Tolkien|1965|Non-Fiction|Science|986|0|2026-04-07|Alice Smith|2026-05-12|2026-05-19
The Kite Runner|Neil Gaiman|1905|Fiction|Action|987|1|2025-05-16|||
The Kite Runner|Erin Morgenstern|2023|Fiction|Drama|988|1|2026-05-04|||
Oryx and Crake|Aldous Huxley|1922|Fiction|YoungAdult|989|1|2026-01-28|||
The Sirens of Titan|Erin Morgenstern|1939|Fiction|Fantasy|990|0|2025-11-28|Edward Norton|2026-05-12|2026-05-19
The Goldfinch|Carl Sagan|1970|Fiction|YoungAdult|991|0|2025-07-05|Charlie Brown|2026-05-12|2026-05-19
Daisy Jones and The Six|Carl Sagan|1917|Fiction|Other|992|0|2026-05-06|George Costanza|2026-05-12|2026-05-19
Fahrenheit 451|Dan Brown|1981|Non-Fiction|Memoir|993|0|2026-02-12|Fiona Gallagher|2026-05-12|2026-05-19
Artemis|Brandon Sanderson|1936|Fiction|Thriller|994|0|2026-03-23|George Costanza|2026-05-12|2026-05-19
Great Expectations|Ray Bradbury|1909|Non-Fiction|Biography|995|1|2025-06-23|||
Deep Work|Andy Weir|1970|Fiction|Crime|996|1|2026-01-31|||
1984|Andy Weir|2021|Non-Fiction|Education|997|1|2025-12-10|||
The Guest List|Kurt Vonnegut|2005|Non-Fiction|Other|998|1|2025-12-15|||
Moby Dick|Delia Owens|1950|Fiction|Crime|999|1|2025-09-15|||
The Odyssey|Ernest Hemingway|1995|Non-Fiction|Travel|1000|1|2026-04-06|||
